num_qubits,num_repeats,time_taken
2,10,0.030205488204956055
2,100,0.05361151695251465
2,1000,0.3535024166107178
2,10000,3.216215801239014
2,100000,32.29779372215271
3,10,0.031146240234375
3,100,0.06677179336547852
3,1000,0.34900264739990233
3,10000,4.892251920700073
3,100000,50.77449584007263
4,10,0.03195629119873047
4,100,0.07805352210998535
4,1000,0.45559086799621584
4,10000,6.428216218948364
4,100000,65.29191422462463
5,10,0.03896002769470215
5,100,0.10359482765197754
5,1000,0.8338230133056641
5,10000,8.234053897857667
5,100000,81.37719507217408
6,10,0.03099813461303711
6,100,0.09276556968688965
6,1000,0.9997683525085449
6,10000,9.930118560791016
6,100000,98.46506853103638
7,10,0.04013967514038086
7,100,0.1105118751525879
7,1000,0.8826401710510254
7,10000,11.736717557907104
7,100000,113.35228581428528
8,10,0.04599142074584961
8,100,0.11773042678833008
8,1000,0.9286423683166504
8,10000,12.712428665161132
8,100000,130.8099660873413
9,10,0.04256620407104492
9,100,0.1286372184753418
9,1000,1.3021729946136475
9,10000,14.957767152786255
9,100000,145.30539927482604
10,10,0.0797041893005371
10,100,0.15691776275634767
10,1000,1.2270456790924071
10,10000,16.539004468917845
10,100000,167.11421990394592
11,10,0.06554989814758301
11,100,0.2328702449798584
11,1000,1.3131242752075196
11,10000,18.40936975479126
11,100000,182.80008158683776
12,10,0.059800148010253906
12,100,0.19030365943908692
12,1000,1.511260986328125
12,10000,20.3220844745636
12,100000,197.6686764240265
13,10,0.07075047492980957
13,100,0.2397089958190918
13,1000,1.5826943874359132
13,10000,21.771143913269043
13,100000,214.17638301849365
14,10,0.07096238136291504
14,100,0.23827662467956542
14,1000,1.6690874099731445
14,10000,23.96798176765442
14,100000,230.39178137779237
15,10,0.06200456619262695
15,100,0.2212289333343506
15,1000,1.802241611480713
15,10000,25.337171602249146
15,100000,249.06328043937683
